Lfd_Nr,Sat_head_indicator,Sat_indicator,Sat_unit
4756,Emissions (OECD),'co2_org_short_cycle_c_4A_OECD_consistent',kilotonnes
4757,Emissions (OECD),'co2_org_short_cycle_c_4B_OECD_consistent',kilotonnes
4758,Emissions (OECD),'co2_org_short_cycle_c_4C_OECD_consistent',kilotonnes
4759,Emissions (OECD),'co2_org_short_cycle_c_4D_OECD_consistent',kilotonnes
4760,Emissions (OECD),'co2_org_short_cycle_c_4E_OECD_consistent',kilotonnes
4761,Emissions (OECD),'co2_org_short_cycle_c_5B_OECD_consistent',kilotonnes
4762,Emissions (OECD),'co2_org_short_cycle_c_5A_OECD_consistent',kilotonnes
4763,Emissions (OECD),'n2o_total_OECD_consistent',kilotonnes
4764,Emissions (OECD),'n2o_1A1a_OECD_consistent',kilotonnes
4765,Emissions (OECD),'n2o_1A1bc_OECD_consistent',kilotonnes
4766,Emissions (OECD),'n2o_1A1b_OECD_consistent',kilotonnes
4767,Emissions (OECD),'n2o_1A1ci_OECD_consistent',kilotonnes
4768,Emissions (OECD),'n2o_1A1cii_OECD_consistent',kilotonnes
4769,Emissions (OECD),'n2o_1A2_OECD_consistent',kilotonnes
4770,Emissions (OECD),'n2o_1A2a_OECD_consistent',kilotonnes
4771,Emissions (OECD),'n2o_1A2b_OECD_consistent',kilotonnes
4772,Emissions (OECD),'n2o_1A2c_OECD_consistent',kilotonnes
4773,Emissions (OECD),'n2o_1A2d_OECD_consistent',kilotonnes
4774,Emissions (OECD),'n2o_1A2e_OECD_consistent',kilotonnes
4775,Emissions (OECD),'n2o_1A2f_OECD_consistent',kilotonnes
4776,Emissions (OECD),'n2o_1A2g_OECD_consistent',kilotonnes
4777,Emissions (OECD),'n2o_1A2h_OECD_consistent',kilotonnes
4778,Emissions (OECD),'n2o_1A2i_OECD_consistent',kilotonnes
4779,Emissions (OECD),'n2o_1A2j_OECD_consistent',kilotonnes
4780,Emissions (OECD),'n2o_1A2k_OECD_consistent',kilotonnes
4781,Emissions (OECD),'n2o_1A2l_OECD_consistent',kilotonnes
4782,Emissions (OECD),'n2o_1A2m_OECD_consistent',kilotonnes
4783,Emissions (OECD),'n2o_1A3b_OECD_consistent',kilotonnes
4784,Emissions (OECD),'n2o_1A3b_noRES_OECD_consistent',kilotonnes
4785,Emissions (OECD),'n2o_1A3b_RES_OECD_consistent',kilotonnes
4786,Emissions (OECD),'n2o_1A3a_OECD_consistent',kilotonnes
4787,Emissions (OECD),'n2o_1A3c_OECD_consistent',kilotonnes
4788,Emissions (OECD),'n2o_1A3d_OECD_consistent',kilotonnes
4789,Emissions (OECD),'n2o_1A3e_OECD_consistent',kilotonnes
4790,Emissions (OECD),'n2o_1A4_OECD_consistent',kilotonnes
4791,Emissions (OECD),'n2o_1A4a_OECD_consistent',kilotonnes
4792,Emissions (OECD),'n2o_1A4b_OECD_consistent',kilotonnes
4793,Emissions (OECD),'n2o_1A4ci_OECD_consistent',kilotonnes
4794,Emissions (OECD),'n2o_1A4cii_OECD_consistent',kilotonnes
4795,Emissions (OECD),'n2o_1A4ciii_OECD_consistent',kilotonnes
4796,Emissions (OECD),'n2o_1A5_OECD_consistent',kilotonnes
4797,Emissions (OECD),'n2o_1B1_OECD_consistent',kilotonnes
4798,Emissions (OECD),'n2o_1B2_OECD_consistent',kilotonnes
4799,Emissions (OECD),'n2o_2A1_OECD_consistent',kilotonnes
4800,Emissions (OECD),'n2o_2A2_OECD_consistent',kilotonnes
4801,Emissions (OECD),'n2o_2A3_OECD_consistent',kilotonnes
4802,Emissions (OECD),'n2o_2A4_OECD_consistent',kilotonnes
4803,Emissions (OECD),'n2o_2B_OECD_consistent',kilotonnes
4804,Emissions (OECD),'n2o_2C_OECD_consistent',kilotonnes
4805,Emissions (OECD),'n2o_2D_OECD_consistent',kilotonnes
4806,Emissions (OECD),'n2o_2E_OECD_consistent',kilotonnes
4807,Emissions (OECD),'n2o_2F_OECD_consistent',kilotonnes
4808,Emissions (OECD),'n2o_2G_OECD_consistent',kilotonnes
4809,Emissions (OECD),'n2o_2H_OECD_consistent',kilotonnes
4810,Emissions (OECD),'n2o_3A1_OECD_consistent',kilotonnes
4811,Emissions (OECD),'n2o_3A2_OECD_consistent',kilotonnes
4812,Emissions (OECD),'n2o_3B1_OECD_consistent',kilotonnes
4813,Emissions (OECD),'n2o_3B2_OECD_consistent',kilotonnes
4814,Emissions (OECD),'n2o_3B3_OECD_consistent',kilotonnes
4815,Emissions (OECD),'n2o_3B4&6_OECD_consistent',kilotonnes
4816,Emissions (OECD),'n2o_3B5_OECD_consistent',kilotonnes
4817,Emissions (OECD),'n2o_3C1_OECD_consistent',kilotonnes
4818,Emissions (OECD),'n2o_3C1a_OECD_consistent',kilotonnes
4819,Emissions (OECD),'n2o_3C1b_OECD_consistent',kilotonnes
4820,Emissions (OECD),'n2o_3C1c_OECD_consistent',kilotonnes
4821,Emissions (OECD),'n2o_3C1d_OECD_consistent',kilotonnes
4822,Emissions (OECD),'n2o_3C2_OECD_consistent',kilotonnes
4823,Emissions (OECD),'n2o_3C3_OECD_consistent',kilotonnes
4824,Emissions (OECD),'n2o_3C4_OECD_consistent',kilotonnes
4825,Emissions (OECD),'n2o_3C5_OECD_consistent',kilotonnes
4826,Emissions (OECD),'n2o_3C6_OECD_consistent',kilotonnes
4827,Emissions (OECD),'n2o_3C7_OECD_consistent',kilotonnes
4828,Emissions (OECD),'n2o_3C8_OECD_consistent',kilotonnes
4829,Emissions (OECD),'n2o_4A_OECD_consistent',kilotonnes
4830,Emissions (OECD),'n2o_4B_OECD_consistent',kilotonnes
4831,Emissions (OECD),'n2o_4C_OECD_consistent',kilotonnes
4832,Emissions (OECD),'n2o_4D_OECD_consistent',kilotonnes
4833,Emissions (OECD),'n2o_4E_OECD_consistent',kilotonnes
4834,Emissions (OECD),'n2o_5B_OECD_consistent',kilotonnes
4835,Emissions (OECD),'n2o_5A_OECD_consistent',kilotonnes
4836,Emissions (OECD),'ch4_total_OECD_consistent',kilotonnes
4837,Emissions (OECD),'ch4_1A1a_OECD_consistent',kilotonnes
4838,Emissions (OECD),'ch4_1A1bc_OECD_consistent',kilotonnes
4839,Emissions (OECD),'ch4_1A1b_OECD_consistent',kilotonnes
4840,Emissions (OECD),'ch4_1A1ci_OECD_consistent',kilotonnes
4841,Emissions (OECD),'ch4_1A1cii_OECD_consistent',kilotonnes
4842,Emissions (OECD),'ch4_1A2_OECD_consistent',kilotonnes
4843,Emissions (OECD),'ch4_1A2a_OECD_consistent',kilotonnes
4844,Emissions (OECD),'ch4_1A2b_OECD_consistent',kilotonnes
4845,Emissions (OECD),'ch4_1A2c_OECD_consistent',kilotonnes
4846,Emissions (OECD),'ch4_1A2d_OECD_consistent',kilotonnes
4847,Emissions (OECD),'ch4_1A2e_OECD_consistent',kilotonnes
4848,Emissions (OECD),'ch4_1A2f_OECD_consistent',kilotonnes
4849,Emissions (OECD),'ch4_1A2g_OECD_consistent',kilotonnes
4850,Emissions (OECD),'ch4_1A2h_OECD_consistent',kilotonnes
4851,Emissions (OECD),'ch4_1A2i_OECD_consistent',kilotonnes
4852,Emissions (OECD),'ch4_1A2j_OECD_consistent',kilotonnes
4853,Emissions (OECD),'ch4_1A2k_OECD_consistent',kilotonnes
4854,Emissions (OECD),'ch4_1A2l_OECD_consistent',kilotonnes
4855,Emissions (OECD),'ch4_1A2m_OECD_consistent',kilotonnes
4856,Emissions (OECD),'ch4_1A3b_OECD_consistent',kilotonnes
4857,Emissions (OECD),'ch4_1A3b_noRES_OECD_consistent',kilotonnes
4858,Emissions (OECD),'ch4_1A3b_RES_OECD_consistent',kilotonnes
4859,Emissions (OECD),'ch4_1A3a_OECD_consistent',kilotonnes
4860,Emissions (OECD),'ch4_1A3c_OECD_consistent',kilotonnes
4861,Emissions (OECD),'ch4_1A3d_OECD_consistent',kilotonnes
4862,Emissions (OECD),'ch4_1A3e_OECD_consistent',kilotonnes
4863,Emissions (OECD),'ch4_1A4_OECD_consistent',kilotonnes
4864,Emissions (OECD),'ch4_1A4a_OECD_consistent',kilotonnes
4865,Emissions (OECD),'ch4_1A4b_OECD_consistent',kilotonnes
4866,Emissions (OECD),'ch4_1A4ci_OECD_consistent',kilotonnes
4867,Emissions (OECD),'ch4_1A4cii_OECD_consistent',kilotonnes
4868,Emissions (OECD),'ch4_1A4ciii_OECD_consistent',kilotonnes
4869,Emissions (OECD),'ch4_1A5_OECD_consistent',kilotonnes
4870,Emissions (OECD),'ch4_1B1_OECD_consistent',kilotonnes
4871,Emissions (OECD),'ch4_1B2_OECD_consistent',kilotonnes
4872,Emissions (OECD),'ch4_2A1_OECD_consistent',kilotonnes
4873,Emissions (OECD),'ch4_2A2_OECD_consistent',kilotonnes
4874,Emissions (OECD),'ch4_2A3_OECD_consistent',kilotonnes
4875,Emissions (OECD),'ch4_2A4_OECD_consistent',kilotonnes
4876,Emissions (OECD),'ch4_2B_OECD_consistent',kilotonnes
4877,Emissions (OECD),'ch4_2C_OECD_consistent',kilotonnes
4878,Emissions (OECD),'ch4_2D_OECD_consistent',kilotonnes
4879,Emissions (OECD),'ch4_2E_OECD_consistent',kilotonnes
4880,Emissions (OECD),'ch4_2F_OECD_consistent',kilotonnes
4881,Emissions (OECD),'ch4_2G_OECD_consistent',kilotonnes
4882,Emissions (OECD),'ch4_2H_OECD_consistent',kilotonnes
4883,Emissions (OECD),'ch4_3A1_OECD_consistent',kilotonnes
4884,Emissions (OECD),'ch4_3A2_OECD_consistent',kilotonnes
4885,Emissions (OECD),'ch4_3B1_OECD_consistent',kilotonnes
4886,Emissions (OECD),'ch4_3B2_OECD_consistent',kilotonnes
4887,Emissions (OECD),'ch4_3B3_OECD_consistent',kilotonnes
4888,Emissions (OECD),'ch4_3B4&6_OECD_consistent',kilotonnes
4889,Emissions (OECD),'ch4_3B5_OECD_consistent',kilotonnes
4890,Emissions (OECD),'ch4_3C1_OECD_consistent',kilotonnes
4891,Emissions (OECD),'ch4_3C1a_OECD_consistent',kilotonnes
4892,Emissions (OECD),'ch4_3C1b_OECD_consistent',kilotonnes
4893,Emissions (OECD),'ch4_3C1c_OECD_consistent',kilotonnes
4894,Emissions (OECD),'ch4_3C1d_OECD_consistent',kilotonnes
4895,Emissions (OECD),'ch4_3C2_OECD_consistent',kilotonnes
4896,Emissions (OECD),'ch4_3C3_OECD_consistent',kilotonnes
4897,Emissions (OECD),'ch4_3C4_OECD_consistent',kilotonnes
4898,Emissions (OECD),'ch4_3C5_OECD_consistent',kilotonnes
4899,Emissions (OECD),'ch4_3C6_OECD_consistent',kilotonnes
4900,Emissions (OECD),'ch4_3C7_OECD_consistent',kilotonnes
4901,Emissions (OECD),'ch4_3C8_OECD_consistent',kilotonnes
4902,Emissions (OECD),'ch4_4A_OECD_consistent',kilotonnes
4903,Emissions (OECD),'ch4_4B_OECD_consistent',kilotonnes
4904,Emissions (OECD),'ch4_4C_OECD_consistent',kilotonnes
4905,Emissions (OECD),'ch4_4D_OECD_consistent',kilotonnes
4906,Emissions (OECD),'ch4_4E_OECD_consistent',kilotonnes
4907,Emissions (OECD),'ch4_5B_OECD_consistent',kilotonnes
4908,Emissions (OECD),'ch4_5A_OECD_consistent',kilotonnes
4909,Emissions (OECD),'bc_total_OECD_consistent',kilotonnes
4910,Emissions (OECD),'bc_1A1a_OECD_consistent',kilotonnes
4911,Emissions (OECD),'bc_1A1bc_OECD_consistent',kilotonnes
4912,Emissions (OECD),'bc_1A1b_OECD_consistent',kilotonnes
4913,Emissions (OECD),'bc_1A1ci_OECD_consistent',kilotonnes
4914,Emissions (OECD),'bc_1A1cii_OECD_consistent',kilotonnes
4915,Emissions (OECD),'bc_1A2_OECD_consistent',kilotonnes
4916,Emissions (OECD),'bc_1A2a_OECD_consistent',kilotonnes
4917,Emissions (OECD),'bc_1A2b_OECD_consistent',kilotonnes
4918,Emissions (OECD),'bc_1A2c_OECD_consistent',kilotonnes
4919,Emissions (OECD),'bc_1A2d_OECD_consistent',kilotonnes
4920,Emissions (OECD),'bc_1A2e_OECD_consistent',kilotonnes
4921,Emissions (OECD),'bc_1A2f_OECD_consistent',kilotonnes
4922,Emissions (OECD),'bc_1A2g_OECD_consistent',kilotonnes
4923,Emissions (OECD),'bc_1A2h_OECD_consistent',kilotonnes
4924,Emissions (OECD),'bc_1A2i_OECD_consistent',kilotonnes
4925,Emissions (OECD),'bc_1A2j_OECD_consistent',kilotonnes
4926,Emissions (OECD),'bc_1A2k_OECD_consistent',kilotonnes
4927,Emissions (OECD),'bc_1A2l_OECD_consistent',kilotonnes
4928,Emissions (OECD),'bc_1A2m_OECD_consistent',kilotonnes
4929,Emissions (OECD),'bc_1A3b_OECD_consistent',kilotonnes
4930,Emissions (OECD),'bc_1A3b_noRES_OECD_consistent',kilotonnes
4931,Emissions (OECD),'bc_1A3b_RES_OECD_consistent',kilotonnes
4932,Emissions (OECD),'bc_1A3a_OECD_consistent',kilotonnes
4933,Emissions (OECD),'bc_1A3c_OECD_consistent',kilotonnes
4934,Emissions (OECD),'bc_1A3d_OECD_consistent',kilotonnes
4935,Emissions (OECD),'bc_1A3e_OECD_consistent',kilotonnes
4936,Emissions (OECD),'bc_1A4_OECD_consistent',kilotonnes
4937,Emissions (OECD),'bc_1A4a_OECD_consistent',kilotonnes
4938,Emissions (OECD),'bc_1A4b_OECD_consistent',kilotonnes
4939,Emissions (OECD),'bc_1A4ci_OECD_consistent',kilotonnes
4940,Emissions (OECD),'bc_1A4cii_OECD_consistent',kilotonnes
4941,Emissions (OECD),'bc_1A4ciii_OECD_consistent',kilotonnes
4942,Emissions (OECD),'bc_1A5_OECD_consistent',kilotonnes
4943,Emissions (OECD),'bc_1B1_OECD_consistent',kilotonnes
4944,Emissions (OECD),'bc_1B2_OECD_consistent',kilotonnes
4945,Emissions (OECD),'bc_2A1_OECD_consistent',kilotonnes
4946,Emissions (OECD),'bc_2A2_OECD_consistent',kilotonnes
4947,Emissions (OECD),'bc_2A3_OECD_consistent',kilotonnes
4948,Emissions (OECD),'bc_2A4_OECD_consistent',kilotonnes
4949,Emissions (OECD),'bc_2B_OECD_consistent',kilotonnes
4950,Emissions (OECD),'bc_2C_OECD_consistent',kilotonnes
4951,Emissions (OECD),'bc_2D_OECD_consistent',kilotonnes
4952,Emissions (OECD),'bc_2E_OECD_consistent',kilotonnes
4953,Emissions (OECD),'bc_2F_OECD_consistent',kilotonnes
4954,Emissions (OECD),'bc_2G_OECD_consistent',kilotonnes
4955,Emissions (OECD),'bc_2H_OECD_consistent',kilotonnes
4956,Emissions (OECD),'bc_3A1_OECD_consistent',kilotonnes
4957,Emissions (OECD),'bc_3A2_OECD_consistent',kilotonnes
4958,Emissions (OECD),'bc_3B1_OECD_consistent',kilotonnes
4959,Emissions (OECD),'bc_3B2_OECD_consistent',kilotonnes
4960,Emissions (OECD),'bc_3B3_OECD_consistent',kilotonnes
4961,Emissions (OECD),'bc_3B4&6_OECD_consistent',kilotonnes
4962,Emissions (OECD),'bc_3B5_OECD_consistent',kilotonnes
4963,Emissions (OECD),'bc_3C1_OECD_consistent',kilotonnes
4964,Emissions (OECD),'bc_3C1a_OECD_consistent',kilotonnes
4965,Emissions (OECD),'bc_3C1b_OECD_consistent',kilotonnes
4966,Emissions (OECD),'bc_3C1c_OECD_consistent',kilotonnes
4967,Emissions (OECD),'bc_3C1d_OECD_consistent',kilotonnes
4968,Emissions (OECD),'bc_3C2_OECD_consistent',kilotonnes
4969,Emissions (OECD),'bc_3C3_OECD_consistent',kilotonnes
4970,Emissions (OECD),'bc_3C4_OECD_consistent',kilotonnes
4971,Emissions (OECD),'bc_3C5_OECD_consistent',kilotonnes
4972,Emissions (OECD),'bc_3C6_OECD_consistent',kilotonnes
4973,Emissions (OECD),'bc_3C7_OECD_consistent',kilotonnes
4974,Emissions (OECD),'bc_3C8_OECD_consistent',kilotonnes
4975,Emissions (OECD),'bc_4A_OECD_consistent',kilotonnes
4976,Emissions (OECD),'bc_4B_OECD_consistent',kilotonnes
4977,Emissions (OECD),'bc_4C_OECD_consistent',kilotonnes
4978,Emissions (OECD),'bc_4D_OECD_consistent',kilotonnes
4979,Emissions (OECD),'bc_4E_OECD_consistent',kilotonnes
4980,Emissions (OECD),'bc_5B_OECD_consistent',kilotonnes
4981,Emissions (OECD),'bc_5A_OECD_consistent',kilotonnes
4982,Emissions (OECD),'co_total_OECD_consistent',kilotonnes
4983,Emissions (OECD),'co_1A1a_OECD_consistent',kilotonnes
4984,Emissions (OECD),'co_1A1bc_OECD_consistent',kilotonnes
4985,Emissions (OECD),'co_1A1b_OECD_consistent',kilotonnes
4986,Emissions (OECD),'co_1A1ci_OECD_consistent',kilotonnes
4987,Emissions (OECD),'co_1A1cii_OECD_consistent',kilotonnes
4988,Emissions (OECD),'co_1A2_OECD_consistent',kilotonnes
4989,Emissions (OECD),'co_1A2a_OECD_consistent',kilotonnes
4990,Emissions (OECD),'co_1A2b_OECD_consistent',kilotonnes
4991,Emissions (OECD),'co_1A2c_OECD_consistent',kilotonnes
4992,Emissions (OECD),'co_1A2d_OECD_consistent',kilotonnes
4993,Emissions (OECD),'co_1A2e_OECD_consistent',kilotonnes
4994,Emissions (OECD),'co_1A2f_OECD_consistent',kilotonnes
4995,Emissions (OECD),'co_1A2g_OECD_consistent',kilotonnes
4996,Emissions (OECD),'co_1A2h_OECD_consistent',kilotonnes
4997,Emissions (OECD),'co_1A2i_OECD_consistent',kilotonnes
4998,Emissions (OECD),'co_1A2j_OECD_consistent',kilotonnes
4999,Emissions (OECD),'co_1A2k_OECD_consistent',kilotonnes
5000,Emissions (OECD),'co_1A2l_OECD_consistent',kilotonnes
5001,Emissions (OECD),'co_1A2m_OECD_consistent',kilotonnes
5002,Emissions (OECD),'co_1A3b_OECD_consistent',kilotonnes
5003,Emissions (OECD),'co_1A3b_noRES_OECD_consistent',kilotonnes
5004,Emissions (OECD),'co_1A3b_RES_OECD_consistent',kilotonnes
5005,Emissions (OECD),'co_1A3a_OECD_consistent',kilotonnes
5006,Emissions (OECD),'co_1A3c_OECD_consistent',kilotonnes
5007,Emissions (OECD),'co_1A3d_OECD_consistent',kilotonnes
5008,Emissions (OECD),'co_1A3e_OECD_consistent',kilotonnes
5009,Emissions (OECD),'co_1A4_OECD_consistent',kilotonnes
5010,Emissions (OECD),'co_1A4a_OECD_consistent',kilotonnes
5011,Emissions (OECD),'co_1A4b_OECD_consistent',kilotonnes
5012,Emissions (OECD),'co_1A4ci_OECD_consistent',kilotonnes
5013,Emissions (OECD),'co_1A4cii_OECD_consistent',kilotonnes
5014,Emissions (OECD),'co_1A4ciii_OECD_consistent',kilotonnes
5015,Emissions (OECD),'co_1A5_OECD_consistent',kilotonnes
5016,Emissions (OECD),'co_1B1_OECD_consistent',kilotonnes
5017,Emissions (OECD),'co_1B2_OECD_consistent',kilotonnes
5018,Emissions (OECD),'co_2A1_OECD_consistent',kilotonnes
5019,Emissions (OECD),'co_2A2_OECD_consistent',kilotonnes
5020,Emissions (OECD),'co_2A3_OECD_consistent',kilotonnes
5021,Emissions (OECD),'co_2A4_OECD_consistent',kilotonnes
5022,Emissions (OECD),'co_2B_OECD_consistent',kilotonnes
5023,Emissions (OECD),'co_2C_OECD_consistent',kilotonnes
5024,Emissions (OECD),'co_2D_OECD_consistent',kilotonnes
5025,Emissions (OECD),'co_2E_OECD_consistent',kilotonnes
5026,Emissions (OECD),'co_2F_OECD_consistent',kilotonnes
5027,Emissions (OECD),'co_2G_OECD_consistent',kilotonnes
5028,Emissions (OECD),'co_2H_OECD_consistent',kilotonnes
5029,Emissions (OECD),'co_3A1_OECD_consistent',kilotonnes
5030,Emissions (OECD),'co_3A2_OECD_consistent',kilotonnes
5031,Emissions (OECD),'co_3B1_OECD_consistent',kilotonnes
5032,Emissions (OECD),'co_3B2_OECD_consistent',kilotonnes
5033,Emissions (OECD),'co_3B3_OECD_consistent',kilotonnes
5034,Emissions (OECD),'co_3B4&6_OECD_consistent',kilotonnes
5035,Emissions (OECD),'co_3B5_OECD_consistent',kilotonnes
5036,Emissions (OECD),'co_3C1_OECD_consistent',kilotonnes
5037,Emissions (OECD),'co_3C1a_OECD_consistent',kilotonnes
5038,Emissions (OECD),'co_3C1b_OECD_consistent',kilotonnes
5039,Emissions (OECD),'co_3C1c_OECD_consistent',kilotonnes
5040,Emissions (OECD),'co_3C1d_OECD_consistent',kilotonnes
5041,Emissions (OECD),'co_3C2_OECD_consistent',kilotonnes
5042,Emissions (OECD),'co_3C3_OECD_consistent',kilotonnes
5043,Emissions (OECD),'co_3C4_OECD_consistent',kilotonnes
5044,Emissions (OECD),'co_3C5_OECD_consistent',kilotonnes
5045,Emissions (OECD),'co_3C6_OECD_consistent',kilotonnes
5046,Emissions (OECD),'co_3C7_OECD_consistent',kilotonnes
5047,Emissions (OECD),'co_3C8_OECD_consistent',kilotonnes
5048,Emissions (OECD),'co_4A_OECD_consistent',kilotonnes
5049,Emissions (OECD),'co_4B_OECD_consistent',kilotonnes
5050,Emissions (OECD),'co_4C_OECD_consistent',kilotonnes
5051,Emissions (OECD),'co_4D_OECD_consistent',kilotonnes
5052,Emissions (OECD),'co_4E_OECD_consistent',kilotonnes
5053,Emissions (OECD),'co_5B_OECD_consistent',kilotonnes
5054,Emissions (OECD),'co_5A_OECD_consistent',kilotonnes
5055,Emissions (OECD),'nh3_total_OECD_consistent',kilotonnes
5056,Emissions (OECD),'nh3_1A1a_OECD_consistent',kilotonnes
5057,Emissions (OECD),'nh3_1A1bc_OECD_consistent',kilotonnes
5058,Emissions (OECD),'nh3_1A1b_OECD_consistent',kilotonnes
5059,Emissions (OECD),'nh3_1A1ci_OECD_consistent',kilotonnes
5060,Emissions (OECD),'nh3_1A1cii_OECD_consistent',kilotonnes
5061,Emissions (OECD),'nh3_1A2_OECD_consistent',kilotonnes
5062,Emissions (OECD),'nh3_1A2a_OECD_consistent',kilotonnes
5063,Emissions (OECD),'nh3_1A2b_OECD_consistent',kilotonnes
5064,Emissions (OECD),'nh3_1A2c_OECD_consistent',kilotonnes
5065,Emissions (OECD),'nh3_1A2d_OECD_consistent',kilotonnes
5066,Emissions (OECD),'nh3_1A2e_OECD_consistent',kilotonnes
5067,Emissions (OECD),'nh3_1A2f_OECD_consistent',kilotonnes
5068,Emissions (OECD),'nh3_1A2g_OECD_consistent',kilotonnes
5069,Emissions (OECD),'nh3_1A2h_OECD_consistent',kilotonnes
5070,Emissions (OECD),'nh3_1A2i_OECD_consistent',kilotonnes
5071,Emissions (OECD),'nh3_1A2j_OECD_consistent',kilotonnes
5072,Emissions (OECD),'nh3_1A2k_OECD_consistent',kilotonnes
5073,Emissions (OECD),'nh3_1A2l_OECD_consistent',kilotonnes
5074,Emissions (OECD),'nh3_1A2m_OECD_consistent',kilotonnes
5075,Emissions (OECD),'nh3_1A3b_OECD_consistent',kilotonnes
5076,Emissions (OECD),'nh3_1A3b_noRES_OECD_consistent',kilotonnes
5077,Emissions (OECD),'nh3_1A3b_RES_OECD_consistent',kilotonnes
5078,Emissions (OECD),'nh3_1A3a_OECD_consistent',kilotonnes
5079,Emissions (OECD),'nh3_1A3c_OECD_consistent',kilotonnes
5080,Emissions (OECD),'nh3_1A3d_OECD_consistent',kilotonnes
5081,Emissions (OECD),'nh3_1A3e_OECD_consistent',kilotonnes
5082,Emissions (OECD),'nh3_1A4_OECD_consistent',kilotonnes
5083,Emissions (OECD),'nh3_1A4a_OECD_consistent',kilotonnes
5084,Emissions (OECD),'nh3_1A4b_OECD_consistent',kilotonnes
5085,Emissions (OECD),'nh3_1A4ci_OECD_consistent',kilotonnes
5086,Emissions (OECD),'nh3_1A4cii_OECD_consistent',kilotonnes
5087,Emissions (OECD),'nh3_1A4ciii_OECD_consistent',kilotonnes
5088,Emissions (OECD),'nh3_1A5_OECD_consistent',kilotonnes
5089,Emissions (OECD),'nh3_1B1_OECD_consistent',kilotonnes
5090,Emissions (OECD),'nh3_1B2_OECD_consistent',kilotonnes
5091,Emissions (OECD),'nh3_2A1_OECD_consistent',kilotonnes
5092,Emissions (OECD),'nh3_2A2_OECD_consistent',kilotonnes
5093,Emissions (OECD),'nh3_2A3_OECD_consistent',kilotonnes
5094,Emissions (OECD),'nh3_2A4_OECD_consistent',kilotonnes
5095,Emissions (OECD),'nh3_2B_OECD_consistent',kilotonnes
5096,Emissions (OECD),'nh3_2C_OECD_consistent',kilotonnes
5097,Emissions (OECD),'nh3_2D_OECD_consistent',kilotonnes
5098,Emissions (OECD),'nh3_2E_OECD_consistent',kilotonnes
5099,Emissions (OECD),'nh3_2F_OECD_consistent',kilotonnes
5100,Emissions (OECD),'nh3_2G_OECD_consistent',kilotonnes
5101,Emissions (OECD),'nh3_2H_OECD_consistent',kilotonnes
5102,Emissions (OECD),'nh3_3A1_OECD_consistent',kilotonnes
5103,Emissions (OECD),'nh3_3A2_OECD_consistent',kilotonnes
5104,Emissions (OECD),'nh3_3B1_OECD_consistent',kilotonnes
5105,Emissions (OECD),'nh3_3B2_OECD_consistent',kilotonnes
5106,Emissions (OECD),'nh3_3B3_OECD_consistent',kilotonnes
5107,Emissions (OECD),'nh3_3B4&6_OECD_consistent',kilotonnes
5108,Emissions (OECD),'nh3_3B5_OECD_consistent',kilotonnes
5109,Emissions (OECD),'nh3_3C1_OECD_consistent',kilotonnes
5110,Emissions (OECD),'nh3_3C1a_OECD_consistent',kilotonnes
5111,Emissions (OECD),'nh3_3C1b_OECD_consistent',kilotonnes
5112,Emissions (OECD),'nh3_3C1c_OECD_consistent',kilotonnes
5113,Emissions (OECD),'nh3_3C1d_OECD_consistent',kilotonnes
5114,Emissions (OECD),'nh3_3C2_OECD_consistent',kilotonnes
5115,Emissions (OECD),'nh3_3C3_OECD_consistent',kilotonnes
5116,Emissions (OECD),'nh3_3C4_OECD_consistent',kilotonnes
5117,Emissions (OECD),'nh3_3C5_OECD_consistent',kilotonnes
5118,Emissions (OECD),'nh3_3C6_OECD_consistent',kilotonnes
5119,Emissions (OECD),'nh3_3C7_OECD_consistent',kilotonnes
5120,Emissions (OECD),'nh3_3C8_OECD_consistent',kilotonnes
5121,Emissions (OECD),'nh3_4A_OECD_consistent',kilotonnes
5122,Emissions (OECD),'nh3_4B_OECD_consistent',kilotonnes
5123,Emissions (OECD),'nh3_4C_OECD_consistent',kilotonnes
5124,Emissions (OECD),'nh3_4D_OECD_consistent',kilotonnes
5125,Emissions (OECD),'nh3_4E_OECD_consistent',kilotonnes
5126,Emissions (OECD),'nh3_5B_OECD_consistent',kilotonnes
5127,Emissions (OECD),'nh3_5A_OECD_consistent',kilotonnes
5128,Emissions (OECD),'nmvoc_total_OECD_consistent',kilotonnes
5129,Emissions (OECD),'nmvoc_1A1a_OECD_consistent',kilotonnes
5130,Emissions (OECD),'nmvoc_1A1bc_OECD_consistent',kilotonnes
5131,Emissions (OECD),'nmvoc_1A1b_OECD_consistent',kilotonnes
5132,Emissions (OECD),'nmvoc_1A1ci_OECD_consistent',kilotonnes
5133,Emissions (OECD),'nmvoc_1A1cii_OECD_consistent',kilotonnes
5134,Emissions (OECD),'nmvoc_1A2_OECD_consistent',kilotonnes
5135,Emissions (OECD),'nmvoc_1A2a_OECD_consistent',kilotonnes
5136,Emissions (OECD),'nmvoc_1A2b_OECD_consistent',kilotonnes
5137,Emissions (OECD),'nmvoc_1A2c_OECD_consistent',kilotonnes
5138,Emissions (OECD),'nmvoc_1A2d_OECD_consistent',kilotonnes
5139,Emissions (OECD),'nmvoc_1A2e_OECD_consistent',kilotonnes
5140,Emissions (OECD),'nmvoc_1A2f_OECD_consistent',kilotonnes
5141,Emissions (OECD),'nmvoc_1A2g_OECD_consistent',kilotonnes
